Car_id,Date,Customer Name,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Dealer_No ,Body Style,Phone,Dealer_Region,Mileage_km_total,Crash_Test_Score,Family_Size
C_CND_007105,10/23/2022,Isabelle,Male,704500,Clay Johnson Auto Sales,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26500,78758-7841,SUV,8124846,Austin,62835,3,3
C_CND_007106,10/23/2022,Madison,Male,13500,Tri-State Mack Inc,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Black,22000,85257-3102,Hardtop,8294119,Austin,53734,4,3
C_CND_007107,10/23/2022,Jada,Male,598000,Enterprise Rent A Car,Ford,F-Series,Overhead Camshaft,Manual,Pale White,14000,60504-7114,Passenger,6099447,Aurora,91363,3,3
C_CND_007108,10/23/2022,Jade,Male,592000,Gartner Buick Hyundai Saab,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,38701-8047,SUV,7001557,Greenville,66614,3,4
C_CND_007109,10/23/2022,Jaliyah,Male,602000,Hatfield Volkswagen,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,99301-3882,Hatchback,8503777,Pasco,50588,2,2
C_CND_007110,10/23/2022,Marcus,Male,840000,McKinney Dodge Chrysler Jeep,Mercury,Mountaineer,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,85257-3102,Hardtop,8947044,Austin,45174,3,1
C_CND_007111,10/23/2022,Blake,Male,1520000,Buddy Storbeck's Diesel Service Inc,Hyundai,Sonata,Overhead Camshaft,Manual,Red,21000,06457-3834,SUV,8364155,Middletown,76273,3,2
C_CND_007112,10/23/2022,Boruch,Male,990000,C & M Motors Inc,Oldsmobile,Cutlass,DoubleÂ Overhead Camshaft,Auto,Red,15000,60504-7114,Sedan,7976255,Aurora,46212,2,2
C_CND_007113,10/23/2022,Brady,Male,13500,Capitol KIA,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,38701-8047,SUV,8800077,Greenville,107478,3,3
C_CND_007114,10/23/2022,Jade,Male,5410000,Classic Chevy,Volvo,S70,Overhead Camshaft,Manual,Pale White,24001,85257-3102,Hardtop,6219712,Austin,49221,4,1
C_CND_007115,10/23/2022,Brayden,Male,878000,Chrysler Plymouth,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,53546-9427,Sedan,7188926,Janesville,24833,4,1
C_CND_007116,10/23/2022,Brendan,Male,973500,Classic Chevy,Ford,Mustang,Overhead Camshaft,Manual,Red,43501,85257-3102,Hatchback,7466810,Scottsdale,32317,3,1
C_CND_007117,10/23/2022,Brian,Male,751800,Clay Johnson Auto Sales,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19801,78758-7841,Sedan,6137666,Austin,47828,2,2
C_CND_007118,10/23/2022,Carla,Female,1175000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42501,78758-7841,Hardtop,6196940,Austin,35420,3,2
C_CND_007119,10/23/2022,Bryan,Male,1202000,Enterprise Rent A Car,BMW,328i,DoubleÂ Overhead Camshaft,Auto,Black,18201,60504-7114,Sedan,6473774,Aurora,52696,4,1
C_CND_007120,10/23/2022,Dylan,Male,825000,Race Car Help,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Black,42001,78758-7841,Hardtop,7258210,Austin,29682,4,2
C_CND_007121,10/23/2022,Caden,Female,900000,Hatfield Volkswagen,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,99301-3882,Hatchback,7471874,Pasco,33340,3,1
C_CND_007122,10/23/2022,Caleb,Male,1810000,Iceberg Rentals,Volkswagen,Passat,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,53546-9427,Hatchback,6214455,Janesville,29312,4,2
C_CND_007123,10/23/2022,Calvin,Female,1150000,McKinney Dodge Chrysler Jeep,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,85257-3102,Sedan,8978962,Scottsdale,29244,3,1
C_CND_007124,10/23/2022,Cameron,Female,901000,Motor Vehicle Branch Office,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Red,12000,78758-7841,SUV,7059192,Austin,107073,3,3
C_CND_007125,10/23/2022,Carmine,Male,826000,Nebo Chevrolet,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,6533507,Middletown,51851,2,1
C_CND_007126,10/23/2022,Catherine,Male,559000,New Castle Ford Lincoln Mercury,Lincoln,Navigator,DoubleÂ Overhead Camshaft,Auto,Black,19000,60504-7114,Sedan,8893268,Aurora,40501,3,2
C_CND_007127,10/23/2022,Cecilia,Male,570000,Pars Auto Sales,Nissan,Frontier,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,38701-8047,Hatchback,8370166,Greenville,44843,3,1
C_CND_007128,10/23/2022,Celine,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Ford,Contour,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,99301-3882,Sedan,8630793,Pasco,30605,3,1
C_CND_007129,10/23/2022,Chana,Male,250000,Progressive Shippers Cooperative Association No,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Black,39000,53546-9427,SUV,6528757,Janesville,49070,3,2
C_CND_007130,10/23/2022,Jean-Francois,Male,1060000,Star Enterprises Inc,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,99301-3882,Hardtop,6298574,Pasco,51161,3,2
C_CND_007131,10/23/2022,Charlotte,Male,505000,Race Car Help,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,78758-7841,SUV,6657135,Austin,47788,3,2
C_CND_007132,10/23/2022,Chava,Male,980000,Ryder Truck Rental and Leasing,Toyota,RAV4,Overhead Camshaft,Manual,Pale White,22000,06457-3834,Hatchback,8940479,Middletown,48552,3,1
C_CND_007133,10/23/2022,Victoire,Female,13500,Race Car Help,Saturn,SC,Overhead Camshaft,Manual,Red,61000,78758-7841,Hardtop,8779183,Austin,37128,3,1
C_CND_007134,10/23/2022,Chaya,Male,495000,Scrivener Performance Engineering,Plymouth,Prowler,DoubleÂ Overhead Camshaft,Auto,Red,15000,38701-8047,Hatchback,8718391,Greenville,45599,3,1
C_CND_007135,10/23/2022,Chiara,Male,320000,Star Enterprises Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,99301-3882,Hatchback,8181081,Pasco,44343,4,1
C_CND_007136,10/23/2022,Chloe,Male,13500,Suburban Ford,Buick,Park Avenue,Overhead Camshaft,Manual,Pale White,23000,53546-9427,Hatchback,8124935,Janesville,42526,4,1
C_CND_007137,10/23/2022,Christina,Male,617500,Tri-State Mack Inc,Ford,Crown Victoria,DoubleÂ Overhead Camshaft,Auto,Red,29500,85257-3102,Passenger,6277190,Scottsdale,57654,3,3
C_CND_007138,10/23/2022,Claire,Male,1282500,U-Haul CO,Mercedes-B,C-Class,Overhead Camshaft,Manual,Pale White,17250,78758-7841,Hatchback,8543648,Austin,43333,3,2
C_CND_007139,10/23/2022,Florent,Male,625500,Ryder Truck Rental and Leasing,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11500,06457-3834,Hardtop,8289225,Middletown,95653,3,3
C_CND_007140,10/23/2022,Claudia,Male,419000,Rabun Used Car Sales,Dodge,Viper,Overhead Camshaft,Manual,Black,26000,85257-3102,SUV,7209618,Scottsdale,67282,2,2
C_CND_007141,10/23/2022,Dereck,Male,735000,Buddy Storbeck's Diesel Service Inc,Dodge,Ram Wagon,Overhead Camshaft,Manual,Pale White,16000,06457-3834,Passenger,8341306,Scottsdale,52966,3,1
C_CND_007142,10/23/2022,Derek,Male,440000,C & M Motors Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31000,60504-7114,Hatchback,7289517,Austin,35921,4,2
C_CND_007143,10/23/2022,Derick,Male,2200000,Capitol KIA,Cadillac,Escalade,Overhead Camshaft,Manual,Black,34000,38701-8047,Sedan,8151676,Middletown,29629,4,2
C_CND_007144,10/23/2022,Devin,Male,13500,Chrysler of Tri-Cities,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14000,99301-3882,Sedan,6105356,Aurora,92580,2,1
C_CND_007145,10/23/2022,Diego,Male,2300000,Chrysler Plymouth,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,53546-9427,SUV,8655457,Greenville,73566,3,3
C_CND_007146,10/23/2022,Dominic,Male,727000,Classic Chevy,Audi,A8,Overhead Camshaft,Manual,Red,13000,85257-3102,Passenger,7233475,Pasco,87169,4,3
C_CND_007147,10/23/2022,Dominick,Female,674000,Clay Johnson Auto Sales,Cadillac,Eldorado,Overhead Camshaft,Manual,Red,37000,78758-7841,Passenger,8710960,Janesville,29337,4,1
C_CND_007148,10/23/2022,Thomas,Male,640000,Suburban Ford,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,31000,53546-9427,Hardtop,6494747,Janesville,27225,4,1
C_CND_007149,10/23/2022,Eddie,Male,1050000,Enterprise Rent A Car,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,60504-7114,SUV,7842112,Austin,61835,3,1
C_CND_007150,10/23/2022,Zain,Female,1061000,Buddy Storbeck's Diesel Service Inc,Ford,Ranger,Overhead Camshaft,Manual,Black,18100,06457-3834,Hardtop,6785220,Middletown,49707,3,2
C_CND_007151,10/23/2022,Edison,Female,1145000,Hatfield Volkswagen,Acura,RL,Overhead Camshaft,Manual,Pale White,17500,99301-3882,SUV,7736472,Aurora,64556,3,3
C_CND_007152,10/23/2022,Eduardo,Female,890000,Iceberg Rentals,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,53546-9427,SUV,7398306,Greenville,72634,3,3
C_CND_007153,10/23/2022,Edward,Male,510000,McKinney Dodge Chrysler Jeep,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Black,28000,85257-3102,Hatchback,7540129,Pasco,42963,3,2
C_CND_007154,10/23/2022,Abdoulaye,Female,717000,Chrysler Plymouth,Chevrolet,Malibu,DoubleÂ Overhead Camshaft,Auto,Black,16000,53546-9427,Hardtop,7675125,Janesville,51032,4,3
C_CND_007155,10/23/2022,Adonis,Male,800000,Diehl Motor CO Inc,Infiniti,I30,Overhead Camshaft,Manual,Red,22000,06457-3834,Hardtop,7616658,Middletown,57547,3,2
C_CND_007156,10/24/2022,Eddie,Male,13500,Scrivener Performance Engineering,Saturn,LS,DoubleÂ Overhead Camshaft,Auto,Pale White,45001,38701-8047,Sedan,6215336,Greenville,31072,3,1
C_CND_007157,10/24/2022,Edgar,Female,1302500,Star Enterprises Inc,Plymouth,Neon,DoubleÂ Overhead Camshaft,Auto,Pale White,27251,99301-3882,SUV,7606624,Pasco,77989,3,5
C_CND_007158,10/24/2022,Edison,Male,1550000,Suburban Ford,Acura,RL,Overhead Camshaft,Manual,Pale White,17001,53546-9427,SUV,6199404,Janesville,77849,3,4
C_CND_007159,10/24/2022,Eduardo,Female,1279000,Tri-State Mack Inc,Toyota,Sienna,Overhead Camshaft,Manual,Black,16901,85257-3102,Passenger,6825337,Scottsdale,45076,4,1
C_CND_007160,10/24/2022,Edward,Male,840000,U-Haul CO,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41001,78758-7841,Passenger,8472405,Austin,24686,5,1
C_CND_007161,10/24/2022,Janelle,Male,1095000,McKinney Dodge Chrysler Jeep,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Pale White,10500,85257-3102,SUV,7668202,Scottsdale,115427,3,4
C_CND_007162,10/24/2022,Mason,Male,1860000,Nebo Chevrolet,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,06457-3834,Hardtop,6928412,Middletown,26874,3,1
C_CND_007163,10/24/2022,Jasmine,Male,735000,Nebo Chevrolet,Volkswagen,Jetta,Overhead Camshaft,Manual,Red,24000,06457-3834,Passenger,8767730,Middletown,60776,3,2
C_CND_007164,10/24/2022,Jayla,Male,1425500,New Castle Ford Lincoln Mercury,Oldsmobile,Intrigue,DoubleÂ Overhead Camshaft,Auto,Red,39550,60504-7114,SUV,8246725,Aurora,47756,4,1
C_CND_007165,10/24/2022,Jessica,Male,1320000,Pars Auto Sales,Jeep,Wrangler,Overhead Camshaft,Manual,Red,13000,38701-8047,Hatchback,6630515,Greenville,92664,2,3
C_CND_007166,10/24/2022,Carter,Male,900000,New Castle Ford Lincoln Mercury,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,60504-7114,SUV,8038158,Aurora,62754,4,4
C_CND_007167,10/24/2022,Chaim,Male,888000,Pars Auto Sales,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,27000,38701-8047,Passenger,6631194,Greenville,51260,3,1
C_CND_007168,10/24/2022,Anais,Male,870000,Saab-Belle Dodge,Mitsubishi,Montero Sport,Overhead Camshaft,Manual,Red,29001,60504-7114,Hardtop,8701932,Aurora,52069,3,1
C_CND_007169,10/24/2022,Charlie,Male,13500,Progressive Shippers Cooperative Association No,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,53546-9427,Sedan,6239380,Janesville,34928,2,1
C_CND_007170,10/24/2022,Idriss,Male,13500,Scrivener Performance Engineering,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21001,38701-8047,Hardtop,8870019,Greenville,46449,3,2
C_CND_007171,10/24/2022,Armand,Male,600000,Diehl Motor CO Inc,Pontiac,Firebird,Overhead Camshaft,Manual,Black,43000,06457-3834,Hardtop,7664525,Middletown,29235,3,1
C_CND_007172,10/24/2022,Colette,Male,1590000,Ryder Truck Rental and Leasing,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000,06457-3834,Passenger,8867418,Middletown,29906,3,1
C_CND_007173,10/24/2022,Cora,Female,1710000,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,60504-7114,SUV,7174485,Aurora,112663,3,3
C_CND_007174,10/24/2022,Dahlia,Male,592000,Scrivener Performance Engineering,Toyota,Corolla,Overhead Camshaft,Manual,Pale White,22000,38701-8047,Passenger,7457778,Greenville,44632,5,3
C_CND_007175,10/24/2022,Mathis,Female,530000,Iceberg Rentals,Volkswagen,Golf,Overhead Camshaft,Manual,Pale White,17000,53546-9427,Hardtop,7239093,Janesville,52673,3,1
C_CND_007176,10/24/2022,Elian,Male,635000,New Castle Ford Lincoln Mercury,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,60504-7114,SUV,8878847,Austin,59125,3,1
C_CND_007177,10/24/2022,Adrian,Female,375000,Enterprise Rent A Car,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39000,60504-7114,Hardtop,6033389,Aurora,33845,3,1
C_CND_007178,10/24/2022,Amadou,Male,957500,New Castle Ford Lincoln Mercury,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12500,60504-7114,Hardtop,8340195,Aurora,87145,3,2
C_CND_007179,10/24/2022,Elvis,Female,13500,Progressive Shippers Cooperative Association No,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,53546-9427,Passenger,7981930,Greenville,48559,3,2
C_CND_007180,10/24/2022,Emanuel,Male,1172000,Rabun Used Car Sales,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Red,22200,85257-3102,Passenger,6999217,Pasco,46249,4,3
C_CND_007181,10/25/2022,Edwin,Male,1110000,Buddy Storbeck's Diesel Service Inc,Toyota,Camry,DoubleÂ Overhead Camshaft,Auto,Red,31001,06457-3834,Hatchback,6338994,Middletown,30519,3,1
C_CND_007182,10/25/2022,Eli,Female,1150000,C & M Motors Inc,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,60504-7114,SUV,7609624,Aurora,58574,3,2
C_CND_007183,10/25/2022,Elian,Male,1106000,Capitol KIA,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33601,38701-8047,Hatchback,6703433,Greenville,23283,3,2
C_CND_007184,10/25/2022,Elias,Female,850000,Chrysler of Tri-Cities,Jeep,Grand Cherokee,DoubleÂ Overhead Camshaft,Auto,Pale White,36001,99301-3882,SUV,8645529,Pasco,53228,3,1
C_CND_007185,10/25/2022,Elijah,Female,1130000,Chrysler Plymouth,Chevrolet,Prizm,Overhead Camshaft,Manual,Black,44001,53546-9427,Hatchback,6487821,Janesville,27276,4,1
C_CND_007186,10/25/2022,Elvis,Female,1235000,Classic Chevy,Hyundai,Elantra,Overhead Camshaft,Manual,Pale White,26501,85257-3102,Sedan,7696439,Scottsdale,49705,4,1
C_CND_007187,10/25/2022,Jordyn,Male,1270000,Pitre Buick-Pontiac-Gmc of Scottsdale,Nissan,Sentra,DoubleÂ Overhead Camshaft,Auto,Black,16000,99301-3882,Passenger,6714416,Pasco,44230,4,2
C_CND_007188,10/25/2022,Journey,Male,650000,Progressive Shippers Cooperative Association No,Honda,Civic,DoubleÂ Overhead Camshaft,Auto,Pale White,25000,53546-9427,Hatchback,7313776,Janesville,48918,4,1
C_CND_007189,10/25/2022,Kadiatou,Male,13500,Rabun Used Car Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,85257-3102,Passenger,8833209,Scottsdale,49210,3,1
C_CND_007190,10/25/2022,Kaitlyn,Female,845000,Race Car Help,Volkswagen,Jetta,Overhead Camshaft,Manual,Pale White,27000,78758-7841,Passenger,7901134,Austin,45820,4,1
C_CND_007191,10/25/2022,Eden,Male,1100000,Motor Vehicle Branch Office,Nissan,Pathfinder,DoubleÂ Overhead Camshaft,Auto,Red,21000,78758-7841,Hardtop,7623823,Austin,45985,3,3
C_CND_007192,10/25/2022,Jayda,Male,505000,Chrysler Plymouth,Volvo,S70,DoubleÂ Overhead Camshaft,Auto,Black,26000,53546-9427,Hardtop,6370258,Janesville,51529,4,2
C_CND_007193,10/25/2022,Cheskel,Male,13500,Race Car Help,Dodge,Stratus,Overhead Camshaft,Manual,Red,25000,78758-7841,Hatchback,8682402,Austin,49636,4,1
C_CND_007194,10/25/2022,Christian,Female,13500,Ryder Truck Rental and Leasing,Nissan,Quest,Overhead Camshaft,Manual,Black,12000,06457-3834,SUV,7197357,Middletown,110204,3,5
C_CND_007195,10/25/2022,Haiak,Male,13500,C & M Motors Inc,Cadillac,Seville,Overhead Camshaft,Manual,Black,44001,60504-7114,Hardtop,6154188,Aurora,27246,4,1
C_CND_007196,10/25/2022,Cole,Male,13500,Scrivener Performance Engineering,Cadillac,Catera,DoubleÂ Overhead Camshaft,Auto,Pale White,75001,38701-8047,Hatchback,7586577,Greenville,38480,4,1
C_CND_007197,10/25/2022,Colin,Male,1650000,Star Enterprises Inc,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60001,99301-3882,Sedan,8649125,Pasco,21613,3,1
C_CND_007198,10/25/2022,Connor,Male,13500,Suburban Ford,Volkswagen,Jetta,DoubleÂ Overhead Camshaft,Auto,Pale White,38001,53546-9427,Passenger,7853871,Janesville,28800,4,2
C_CND_007199,10/25/2022,Ambre,Male,662000,Motor Vehicle Branch Office,Oldsmobile,Alero,Overhead Camshaft,Manual,Black,17000,78758-7841,Hardtop,6593065,Austin,47603,3,2
C_CND_007200,10/25/2022,Danielle,Male,13500,Tri-State Mack Inc,Plymouth,Prowler,Overhead Camshaft,Manual,Red,71000,85257-3102,Hatchback,6692896,Scottsdale,35538,4,1
C_CND_007201,10/25/2022,Daphne,Male,882500,U-Haul CO,Saturn,LW,Overhead Camshaft,Manual,Pale White,13500,78758-7841,Hatchback,8728343,Austin,91607,1,4
C_CND_007202,10/25/2022,Devora,Male,13500,Buddy Storbeck's Diesel Service Inc,Volkswagen,GTI,Overhead Camshaft,Manual,Black,25000,06457-3834,SUV,7802172,Middletown,67513,2,2
C_CND_007203,10/25/2022,Devorah,Male,910000,C & M Motors Inc,Plymouth,Neon,Overhead Camshaft,Manual,Pale White,22000,60504-7114,SUV,7766789,Aurora,74945,4,4
C_CND_007204,10/25/2022,Diana,Male,777000,Capitol KIA,Jeep,Wrangler,DoubleÂ Overhead Camshaft,Auto,Red,19000,38701-8047,Hatchback,6983381,Greenville,49140,4,3
C_CND_007205,10/25/2022,Emiliano,Male,13500,Race Car Help,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,31000,78758-7841,SUV,8291145,Janesville,58960,3,3
C_CND_007206,10/25/2022,Emilio,Male,1255000,Ryder Truck Rental and Leasing,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Black,19500,06457-3834,Passenger,7581951,Scottsdale,50365,4,2
C_CND_007207,10/25/2022,Emmanuel,Male,1275000,Saab-Belle Dodge,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41500,60504-7114,Hatchback,6932607,Austin,38940,2,1
C_CND_007208,10/25/2022,Enrique,Female,433000,Scrivener Performance Engineering,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29000,38701-8047,Hatchback,6777107,Middletown,50455,3,1
C_CND_007209,10/25/2022,Eric,Male,1120000,Star Enterprises Inc,Nissan,Altima,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,99301-3882,Hatchback,7886278,Aurora,49135,2,3
C_CND_007210,10/25/2022,Erick,Female,645000,Suburban Ford,Cadillac,DeVille,DoubleÂ Overhead Camshaft,Auto,Red,22000,53546-9427,SUV,6971796,Greenville,64219,3,2
C_CND_007211,10/26/2022,Emanuel,Female,1250000,Clay Johnson Auto Sales,Ford,Windstar,DoubleÂ Overhead Camshaft,Auto,Red,31001,78758-7841,Sedan,6928728,Austin,33943,4,1
C_CND_007212,10/26/2022,Emiliano,Male,845000,Diehl Motor CO Inc,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46001,06457-3834,Hatchback,8555357,Middletown,34074,3,1
C_CND_007213,10/26/2022,Emilio,Female,13500,Enterprise Rent A Car,Mitsubishi,Montero Sport,DoubleÂ Overhead Camshaft,Auto,Red,39001,60504-7114,Hatchback,8828724,Aurora,22635,3,1
C_CND_007214,10/26/2022,Emmanuel,Female,13500,Gartner Buick Hyundai Saab,Mercury,Mystique,DoubleÂ Overhead Camshaft,Auto,Black,9001,38701-8047,Passenger,8399495,Greenville,91910,3,2
C_CND_007215,10/26/2022,Enrique,Male,860000,Hatfield Volkswagen,Ford,Explorer,DoubleÂ Overhead Camshaft,Auto,Red,41001,99301-3882,Hatchback,7155026,Pasco,30840,3,1
C_CND_007216,10/26/2022,Eric,Male,1208000,Iceberg Rentals,Subaru,Forester,Overhead Camshaft,Manual,Red,26801,53546-9427,Hatchback,6217425,Janesville,50223,4,1
C_CND_007217,10/26/2022,Erick,Female,950000,McKinney Dodge Chrysler Jeep,Volkswagen,Golf,Overhead Camshaft,Manual,Red,25001,85257-3102,Hatchback,7169490,Austin,50321,4,1
C_CND_007218,10/26/2022,Erik,Male,921000,Motor Vehicle Branch Office,Lexus,LS400,Overhead Camshaft,Manual,Black,69001,78758-7841,Sedan,7657281,Austin,29287,4,1
C_CND_007219,10/26/2022,Erika,Female,452000,Suburban Ford,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,53546-9427,Hardtop,8225751,Janesville,89563,3,2
C_CND_007220,10/26/2022,Kennedy,Male,1375000,Star Enterprises Inc,Mercedes-B,SLK,DoubleÂ Overhead Camshaft,Auto,Pale White,36500,99301-3882,Passenger,6801863,Pasco,33362,3,1
C_CND_007221,10/26/2022,Khloe,Male,850000,Suburban Ford,Mitsubishi,Diamante,Overhead Camshaft,Manual,Red,12000,53546-9427,Hatchback,8013644,Janesville,87812,2,2
C_CND_007222,10/26/2022,Kiara,Female,13500,Tri-State Mack Inc,Volvo,S40,Overhead Camshaft,Manual,Red,22000,85257-3102,Sedan,8613543,Scottsdale,50248,3,1
C_CND_007223,10/26/2022,Kimora,Male,1850000,U-Haul CO,Toyota,Sienna,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,78758-7841,Passenger,6460779,Austin,51634,4,1
C_CND_007224,10/26/2022,Kourtney,Male,1016000,Progressive Shippers Cooperative Association No,Lincoln,Continental,Overhead Camshaft,Manual,Black,18600,53546-9427,Passenger,8797960,Janesville,53049,3,2
C_CND_007225,10/26/2022,Kyla,Male,13500,Rabun Used Car Sales,Ford,Taurus,Overhead Camshaft,Manual,Red,22000,85257-3102,SUV,8998913,Scottsdale,70227,3,5
C_CND_007226,10/26/2022,Madeline,Female,740000,Rabun Used Car Sales,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25000,85257-3102,Hardtop,6477709,Scottsdale,54188,3,1
C_CND_007227,10/26/2022,Conor,Female,1687000,Tri-State Mack Inc,Oldsmobile,Bravada,Overhead Camshaft,Manual,Black,17701,85257-3102,Hatchback,6669726,Scottsdale,42711,3,1
C_CND_007228,10/26/2022,Anais,Male,13500,Diehl Motor CO Inc,Mercedes-B,M-Class,Overhead Camshaft,Manual,Pale White,41001,06457-3834,Hardtop,7739051,Middletown,22933,3,2
C_CND_007229,10/26/2022,Daniel,Male,13500,Progressive Shippers Cooperative Association No,Lincoln,Town car,DoubleÂ Overhead Camshaft,Auto,Black,26001,53546-9427,Hatchback,6528050,Janesville,44111,3,2
C_CND_007230,10/26/2022,Dashiell,Male,1816000,Rabun Used Car Sales,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20601,85257-3102,Passenger,8284887,Scottsdale,47286,3,2
